Artist,Title
Kenny Chesney,Who You'd Be Today
J Cole,Cosmic Kev
Extreme,Kid Ego
Modern Talking,Just We Two
Joni Mitchell,Harlem In Havana
Matt Redman,Come Let Us Return To The Lord
Dave Matthews Band,Monkey Man
Carol Banawa,I Believe
Rush,Nocturne
Black Sabbath,Back To Eden
Soundgarden,Dusty
Dolly Parton,A Cowboy's Ways
Xscape,Who Can I Run To?
Leann Rimes,Surrender
Ella Fitzgerald,Don Cha Go Way Mad
John Waite,Wild One
Justin Bieber,One Love
Bee Gees,Be Who You Are
Guns N' Roses,Mama Kin
Ufo,Galactic Love
Ray Charles,Christmas Time
Usher,Burn
Steely Dan,Change Of The Guard
Within Temptation,Utopia
Usher,Lifetime
Marilyn Manson,I Only Want To Be With You
Jason Mraz,Geek In The Pink
Ozzy Osbourne,Thank God For The Bomb
Rush,Tai Shan
Dan Fogelberg,The Power Of Gold
Neil Diamond,Blue Destiny (Version One)
Steve Miller Band,Rock It
Styx,Lady
Spandau Ballet,Instinction
Hillsong,Emmanuel
Tom Waits,Goin' Down Slow
Kinks,How Are You
Nine Inch Nails,The Line Begins To Blur
Kinks,Did You See His Name?
Michael Bolton,Recondita Armonia
Les Miserables,A Heart Full Of Love (London)
Moody Blues,You And Me
David Bowie,Buzz The Fuzz
Def Leppard,"Mirror, Mirror (Look Into My Eyes)"
Andy Williams,Three Coins In The Fountain
George Michael,I Believe
Planetshakers,Turn It Up
Celine Dion,If We Could Start Over
Van Morrison,Born To Sing
Morrissey,"The More You Ignore Me, The Closer I Get"
Carpenters,Looking For Love
Lou Reed,I'm So Free
Van Morrison,He Ain't Give You None
Queen,Liar
Judas Priest,Jugulator
Phish,Rift
Nazareth,Born To Love
Carpenters,Do You Hear What I Hear?
George Strait,Desperately
Moody Blues,I Know You're Out There Somewhere
John Legend,How Can I Blame You
Scorpions,Dark Lady
Billie Holiday,Autumn In New York
Jackson Browne,Looking Into You
Katy Perry,Hook Up
Amy Grant,Takes A Little Time
Modern Talking,Blue Eyed Coloured Girl
Devo,Buttered Beauties
Loretta Lynn,Out Of My Head And Back In My Bed
John Mellencamp,American Dream
Smiths,These Things Take Time
Offspring,What Happened To You?
Ellie Goulding,Don't Need Nobody
Slayer,Piece By Piece
Matt Monro,Softly As I Leave You
Rage Against The Machine,Know Your Enemy
Incognito,A Shade Of Blue
John Waite,In Dreams
Creedence Clearwater Revival,Tombstone Shadow
Jason Mraz,93 Million Miles
Tom Lehrer,The Old Dope Peddler
Foreigner,Woman Oh Woman
Christina Aguilera,Beautiful People
Lil Wayne,I Like The View
Justin Bieber,Christmas Is Dead
P!nk,Funhouse
Bob Dylan,Billy 1
Vince Gill,Without You
Patti Smith,Libbie's Song
Eric Clapton,Change The World
O.A.R.,Nasim Joon
Fall Out Boy,Rat A Tat
Marianne Faithfull,Greensleeves
David Allan Coe,A Sense Of Humor
Doobie Brothers,For Someone Special
Ian Hunter,Livin' In A Heart
Poison,Theatre Of The Soul
Harry Belafonte,Danny Boy
David Bowie,I'm Afraid Of Americans
Don McLean,Don't Burn The Bridge
Bing Crosby,Oh Little Town Of Bethlehem
Lionel Richie,Winter Wonderland
Tori Amos,Humpty Dumpty
Tragically Hip,Queen Of The Furrows
Natalie Grant,Captured
Enya,Marble Halls
Alabama,Love Remains
The Jam,But I'm Different Now
Nazareth,Country Girl
Jackson Browne,My Problem Is You
Cat Stevens,I've Found A Love
The Monkees,She'll Be There
Robbie Williams,No Regrets
Elvis Costello,Joe Porterhouse
Soundgarden,Limo Wreck
The Weeknd,Live For
Michael Bolton,I Can't Stand The Rain
Roy Orbison,Belinda
Point Of Grace,The Song Is Alive
Bette Midler,Big Socks
Kylie Minogue,Good Life
Frank Sinatra,Embraceable You
Hank Williams,Never Again
Robbie Williams,Angel
Roy Orbison,"Land Of 1,000 Dances"
Devo,What I Must Do
Patti Smith,Wicked Messenger
Counting Crows,Cowboys
Michael Bolton,Crazy Love
Deep Purple,Under The Gun
Natalie Cole,Paper Moon
Nine Inch Nails,Find My Way
Louis Armstrong,Here Is My Heart For Christmas
Chris Rea,Slow Dance
Britney Spears,Give Me Love
Enigma,Out From The Deep (Rock Version)
Mariah Carey,The Biggest Part Of Me
Cheap Trick,On The Radio
Andy Williams,Tonight
Maroon 5,Out Of Goodbyes
Nitty Gritty Dirt Band,Long Hard Road
George Strait,A Fire I Can't Put Out
Coldplay,Amsterdam
Pitbull,Don't Stop The Party
Air Supply,The Way I Feel
Cyndi Lauper,If I Could Turn Back Time (Live)
Lucky Dube,Rasta Man's Prayer
Toto,Takin' It Back
Spandau Ballet,Only When You Leave
Neil Young,Bad News Beat
Richard Marx,Don't Mean Nothing
Louis Armstrong,I Can't Believe That You're In Love With Me
Backstreet Boys,Not No More
Lloyd Cole,Four Flights Up
Bob Seger,Long Song Comin'
R. Kelly,Far More
Hooverphonic,One
Judas Priest,Painkiller
Kiss,Hotter Than Hell
Cher,Lay Baby Lay
Tim Buckley,So Lonely
Alphaville,Ariana
Fleetwood Mac,Homework
Air Supply,Shadow Of The Sun
Steve Miller Band,Mary Lou
Leo Sayer,Wondering Where The Lions Are
Bruce Springsteen,Jungleland
Demi Lovato,Kiss This
Michael Buble,I've Got You Under My Skin
Status Quo,I Saw The Light
Yazoo,Situation
Frankie Laine,Jealosy
George Jones,Don't Let The Stars Get In Your Eyes
Lenny Kravitz,Push
Jason Mraz,One Love
King Crimson,Thela Hun Ginjeet
Natalie Cole,Starting Over Again
Reba Mcentire,Back Before The War
Kirsty Maccoll,Good For Me
Gordon Lightfoot,Long River
Van Morrison,Don't You Make Me High
Doris Day,"Put 'Em In A Box, Tie It With A Ribbon"
Within Temptation,The Dance
Rage Against The Machine,Bombtrack
Out Of Eden,Good Time
Louis Jordan,Let The Good Times Roll
One Direction,Does He Know?
Rascal Flatts,See Me Through
George Strait,Nobody Has To Get Hurt
Iron Butterfly,It Must Be Love
Miley Cyrus,Dancing
Kanye West,Let's Get Married Reception Remix
Uriah Heep,Time To Live
Beautiful South,Til I Can't Take It Anymore
Lenny Kravitz,All Along The Watchtower
Ying Yang Twins,My Brother's Keeper
The Beatles,Carol
Jimi Hendrix,Sgt. Pepper's Lonely Hearts Club Band
Kelly Clarkson,Low
Cat Stevens,Katmandu
Chris Rea,Looking For The Summer
Eddie Cochran,Long Tall Sally
Yngwie Malmsteen,"Hangar 18, Area 51"
Kris Kristofferson,From The Bottle To The Bottom
Howard Jones,Gun Turned On The World
Tom T. Hall,Me And Jesus
"Harry Connick, Jr.",Where Or When
Beach Boys,Come Go With Me
Cat Stevens,Trouble
Katy Perry,Firework
Xentrix,Black Embrace
Olly Murs,Seasons
Grand Funk Railroad,The Loco-Motion
Pharrell Williams,Marilyn Monroe
Beach Boys,Be With Me
Guns N' Roses,It's Alright
Dusty Springfield,Come On Home
Moody Blues,The Actor
Squeeze,Hits Of The Year
Dan Fogelberg,Looking For A Lady
Diana Ross,Baby It's Me
Black Sabbath,Pariah
Lloyd Cole,Grace
Warren Zevon,I Was In The House When The House Burned Down
Chris Rea,New Way
Kenny Chesney,Sing 'Em Good My Friend
Engelbert Humperdinck,My Marie
George Harrison,Lay His Head
Train,You Can Finally Meet My Mom
Religious Music,God Bless America
Steely Dan,Turn That Heartbeat Over Again
The White Stripes,Bone Broke
Louis Armstrong,Tomorrow Night
Olivia Newton-John,Boats Against The Current
Hank Williams Jr.,Always Loving You
Fleetwood Mac,Remember Me
Tom Lehrer,My Home Town
Lorde,Biting Down
Kid Rock,I Am
Iggy Pop,Loco Mosquito
Etta James,One Night
Ocean Colour Scene,My Brother Sarah - Sway B - Side
Guided By Voices,White Whale
Prince,Baby I'm A Star
Grateful Dead,Around And Around
Children,Billy Boy (version 1)
Neil Diamond,"Girl, You'll Be A Woman Soon"
Everlast,Shook Ones Pt. Ii
Garth Brooks,The Thunder Rolls
Nick Cave,Christina The Astonishing
Patsy Cline,"Love, Love, Love Me Honey Do"
The Beatles,I'm Down
Genesis,Since I Lost You
Arlo Guthrie,Buffalo Gals
John Mellencamp,Don't Need This Body
Johnny Cash,Four Strong Winds
Hillsong United,10w40
Howard Jones,Spectrum
HIM,Heaven Tonight
Ray Charles,Rainy Night In Georgia
Neil Diamond,Look Out Here Comes Tomorrow
Rod Stewart,Last Summer
Migos,Bad And Boujee
Kid Rock,Roll On
Michael Bolton,Everybody's Crazy
Jim Croce,What The Hell
Tom Jones,Why Can't I Cry
John Legend,Hold On Longer
Zeromancer,Dr. Online
Beautiful South,In Other Words I Hate You
Van Morrison,Bayou Girl
Slayer,Black Serenade
Aled Jones,Do You Hear What I Hear
Iron Maiden,Flash Of The Blade
Lana Del Rey,Video Games
Fleetwood Mac,Seven Wonders
Oasis,Believer
Alice In Chains,Dirt
Everlast,The Greatest
Boney M.,Painter Man
Kate Bush,Scares Me Silly
Widespread Panic,Hope In A Hopeless World
Keith Green,Summer Snow
Helloween,Future World
Linda Ronstadt,Heat Wave
Hillsong United,All...
Yngwie Malmsteen,Crown Of Thorns
Wiz Khalifa,Fly solo
Ramones,Cabbies On Crack
Grateful Dead,All New Minglewood Blues
Mark Ronson,Daffodils
Tears For Fears,Always In The Past
Kim Wilde,Brothers
Leann Rimes,Faded Love
Cake,End Of The Movie
Beach Boys,Goin' On
Christina Aguilera,These Are The Special Times
Primus,Harold Of The Rocks
Stevie Ray Vaughan,Crossfire
Journey,Beyond The Clouds
Quasi,Chocolate Rabbit
Great Big Sea,England
Gary Valenciano,Search And Know
Faith Hill,Back To You
James Taylor,Lighthouse
Britney Spears,Deep In My Heart
Roxy Music,Virginia Plain
The Broadways,Fuck The Church
Bob Seger,Cross Of Gold
Emmylou Harris,Beyond The Blue
Matt Monro,We're Gonna Change The World
Conway Twitty,Call It What You Want To
Demi Lovato,It's Not Too Late
Incognito,Step Into My Life
Bruce Springsteen,Frankie Fell In Love
Foo Fighters,Everlong
Overkill,21st Century Man
Kenny Rogers,I Can Feel You Drifting
Eurythmics,Adrian
Allman Brothers Band,Stormy Monday
Little Walter,Too Late
John McDermott,"When You And I Were Young, Maggie"
Enrique Iglesias,Love 4 Fun
Barbra Streisand,Come Rain Or Come Shine
Neil Young,Fuel Line
Rod Stewart,How Long
Ramones,I Won't Let It Happen
Ian Hunter,Psycho Girl
John Denver,Mr Bojangles
Quasi,The Happy Prole
John Martyn,Back To Stay
Hank Williams Jr.,Keep The Change
R. Kelly,Loveland
Michael Bolton,I Almost Believed You
Journey,Spaceman
Leann Rimes,Destructive
Natalie Imbruglia,Identify
Phish,Chalk Dust Torture
W.A.S.P.,Hold On To My Heart
Natalie Cole,Walkin' My Baby Back Home
Neil Sedaka,Bad Blood
Foreigner,Moment Of Truth
Talking Heads,Tentative Decisions
Pet Shop Boys,In Denial
Britney Spears,Piece Of Me
Faith Hill,Love Ain't Like That
Chuck Berry,Bon Soir Cherie
John Mellencamp,Sometimes A Great Notion
Lionel Richie,All Night Long
Lea Salonga,One Voice
Alphaville,For The Sake Of Love
Kris Kristofferson,Snakebit
Patti Smith,Helpless
Offspring,Hurting As One
Queensryche,Blood
Peter Tosh,One Love
ZZ Top,Chevrolet
Lionel Richie,I Call It Love
Boney M.,Silly Confusion
Michael Bolton,The Hunger
Planetshakers,My Hero
Indigo Girls,Heartache Central Time
Don McLean,Wonderful Night
Michael W. Smith,Lux Venit
Yelawolf,Whiskey In A Bottle
Judas Priest,Delivering The Goods
Blur,My White Noise
New Order,Round Round
Dolly Parton,As Long As I Love
Kelly Clarkson,Timeless
Green Day,Loss Of Control
Carly Simon,"A Red, Red Rose"
Michael W. Smith,Be Lifted High
America,What Does It Matter
Bob Seger,Like A Rock
Selena Gomez,As A Blonde
Dusty Springfield,Doodlin'
Outkast,True Dat
Ufo,Sympathy
Supertramp,Live To Love You
Loretta Lynn,Paper Roses
Grand Funk Railroad,We're An American Band
Lloyd Cole,Lost Weekend
Used,Evolution
Richard Marx,Thanks To You
Lionel Richie,Tell Me
Tragically Hip,Don't Wake Daddy
Peter Cetera,World Falling Down
Z-Ro,Life Story
Jimi Hendrix,Castles Made Of Sand
Uriah Heep,Spider Woman
Procol Harum,A Souvenir Of London
Neil Diamond,Cracklin' Rosie
Conway Twitty,Goin' Home
Vertical Horizon,Footprints In The Snow
Chris Brown,Christmas Came Today
"Harry Connick, Jr.",Try A Little Tenderness
ZZ Top,Jesus Just Left Chicago
Rem,Superman
Our Lady Peace,Eternal Life
Bob Seger,Real Love
Kanye West,Hey Mama
Underworld,Luetin
NOFX,August 8Th
Ultravox,Dreams?
David Allan Coe,Fall In Love With You
Black Sabbath,Born To Lose
P!nk,Conversations With My 13 Year Old Self
Indigo Girls,Fleet Of Hope
Lenny Kravitz,What The...Are We Saying?
Christmas Songs,Breath Of Heaven
Carly Simon,My One And Only Love
Bruno Mars,When I Was Your Man
Velvet Underground,Velvet Nursery Rhyme
Fiona Apple,Leaving On A Jet Plane
XTC,Poor Skeleton Steps Out
Deep Purple,Dealer
David Allan Coe,Fairytale Morning
Eric Clapton,Don't Cry Sister
Dean Martin,I'm Gonna Paper All My Walls With Your Love Letter
Lenny Kravitz,Baptized
The Monkees,Steam Engine
Dolly Parton,Daddy Won't Be Home Anymore
Kenny Loggins,The One That Got Away
James Taylor,Caroline I See You
George Michael,A Ray Of Sunshine
Diana Ross,Muscles
Westlife,Too Hard To Say Goodbye
John Prine,Jesus The Missing Years
Kid Rock,So Hott
Face To Face,Walk The Walk
Mariah Carey,Secret Love
Roy Orbison,It's Lonely
The Jam,TRANS GLOBAL EXPRESS
Frank Sinatra,Deep Night
Howard Jones,Don't Put These Curses On Me
Diana Ross,I Love You (That's All That Really Matters)
Faces,Sweet Lady Mary
Judas Priest,Hot Rockin'
Britney Spears,Ooh La La
Judas Priest,Lochness
Hanson,Good Lovin'
Primus,The Chastising Of Renegade
Cher,It's Gonna Rain
Point Of Grace,Not So Silent Night
Yngwie Malmsteen,Mad Dog
Howard Jones,Kev's Song
Nat King Cole,I've Got The World On A String
John Denver,Heart To Heart
Zakk Wylde,The Color Green
Bryan White,Rebecca Lynn
George Michael,An Easier Affair
Bryan White,Shari Ann
Fleetwood Mac,Keep On Going
Kenny Rogers,She Even Woke Me Up To Say Goodbye
Gordon Lightfoot,Ringneck Loon
Fiona Apple,Regret
Roxette,After All
Ne-Yo,Genuine Only
Pat Benatar,I'll Do It
Engelbert Humperdinck,Magic Night
Ingrid Michaelson,Once Was Love
Vince Gill,Ridin' The Rodeo
Bee Gees,Evolution
Matt Redman,The Father's Song
Fall Out Boy,"It's Not A Side Effect Of The Cocaine, I Am Thinki"
Jackson Browne,From Silver Lake
Drake,Side Pieces
Eddie Cochran,Half Loved
Phish,Guelah Papyrus
Gloria Estefan,Let It Loose
Bee Gees,Above And Beyond
Marillion,Runaway
Green Day,J.A.R.
Used,Getting Over You
Emmylou Harris,Didn't Leave Nothing But The Baby
Nina Simone,Baltimore
Otis Redding,It's Too Late
Venom,Raise The Dead
George Strait,I'm Never Gonna Let You Go
"Harry Connick, Jr.",There Is Always One More Time
Otis Redding,Free Me
Glen Campbell,Manhattan Kansas
Soundgarden,Black Rain
Willie Nelson,Heartaches By The Number
Smiths,Sheila Take A Bow
Helloween,Goin' Home
Harry Belafonte,Close Your Eyes
Cyndi Lauper,Carey
Europe,Time Has Come
Widespread Panic,Diner
Michael W. Smith,Anna
Independence Day,When Johnny Comes Marching Home Again
Pink Floyd,In The Flesh?
Paul McCartney,Ecce Cor Meum
Kenny Chesney,I Can't Go There
Israel,Jesus At The Center
Marilyn Manson,My Monkey (Original)
Gordon Lightfoot,Never Say Trust Me
Quicksilver Messenger Service,Pride Of Man
Counting Crows,When I Dream Of Michelangelo
Faces,It's All Over Now
Matt Redman,This Means I Love You
Randy Travis,That's Jesus
Patsy Cline,Faded Love
Richard Marx,Think It Over
Indiana Bible College,To The Truth
Scorpions,New Generation
Beach Boys,Here She Comes
You Am I,Tuesday
Gloria Estefan,Music Of My Heart
Leann Rimes,I Do Now
Maroon 5,Daylight
Uncle Kracker,Last Night Again
Tom T. Hall,The Son Of Clayton Delaney
Madonna,"Gone, Gone, Gone"
Marianne Faithfull,Sliding Through Life On Charm
John Martyn,This Time
Joni Mitchell,Let The Wind Carry Me
Christina Aguilera,Glam
Pink Floyd,Seabirds
HIM,Play Dead
Crowded House,Time Immemorial
Smiths,Rusholme Ruffians
Roxette,Run Run Run
George Strait,Lover In Disguise
Frank Sinatra,Don't Blame Me
Kenny Chesney,The Tin Man
Slayer,Scrum
Journey,On A Saturday Night
Kiss,Is That You?
U2,Deep In The Heart
Noa,Ave Maria
Gordon Lightfoot,If You Need Me
Rolling Stones,Brand New Car
Frank Sinatra,Dance Ballerina Dance
Kinks,Now And Then
Eric Clapton,Nobody Knows You When You're Down And Out
Chaka Khan,A Woman In A Man's World
Santana,Let There Be Light
Notorious B.I.G.,Can I Get Witcha
Marilyn Manson,Vodevil
Rem,Arms Of Love
Supertramp,Put On Your Old Brown Shoes
King Diamond,Black Of Night
Koes Plus,Cubit Cubitan
Imagine Dragons,Uptight
Paul McCartney,"Here, There And Everywhere"
Vince Gill,Pocket Full Of Gold
Deep Purple,Love Child
Richard Marx,I'm Never Gonna Fall In Love Again
Robbie Williams,Teenage Millionaire
LL Cool J,Hot Hot Hot
Iggy Pop,Let's Boot And Rally
Lorde,Buzzcut Season
Ramones,Don't Bust My Chops
King Diamond,Phone Call
Carly Simon,I've Got To Have You
Green Day,Castaway
Def Leppard,Die Hard The Hunter
James Taylor,Hymn
King Diamond,Arrival
Incognito,Misunderstood
Pearl Jam,I'm Open
U2,Jesus Christ
Leo Sayer,Drop Back
Backstreet Boys,If I Knew Then
Adele,Make You Feel My Love
Linkin Park,A Light That Never Comes
Lionel Richie,I Apologize
Dean Martin,Jingle Bells
Yukmouth,Thug Lordz
System Of A Down,Peephole
Indigo Girls,No Way Out
Nick Cave,Mr. Clarinet
Coldplay,O
Adam Sandler,Mother's Day Song
Frankie Valli,On Broadway
Helloween,Murderer
Journey,Rubicon
Bob Dylan,Fixin' To Die
Chris Rea,There She Goes
Air Supply,Can't Fight This Feeling
Eminem,Crack A Bottle
America,My Kinda Woman
Howard Jones,Is There A Difference?
Waylon Jennings,Baker Street
Diana Ross,I Need A Little Sugar In My Bowl
Diana Ross,It's Your Move
Linda Ronstadt,Falling In Love Again
Hooverphonic,My Child
Hooverphonic,Renaissance Affair
Demi Lovato,The Christmas Song
Deep Purple,Ramshackle Man
Smiths,The Boy With The Thorn In His Side
Travis,Some Sad Song
Yazoo,Bring Your Love Down (Didn't I)
Bonnie Raitt,True Love Is Hard To Find
Ramones,Chain Saw
Judas Priest,Cyberface
Robbie Williams,Brits 2013
Christmas Songs,Old Toy Trains
Radiohead,Packt Like Sardines In A Crushed Tin Box
Billie Holiday,For All We Know
Christmas Songs,"Come, All Ye Shepherds"
Soundgarden,Show Me
Out Of Eden,Get To Heaven
Kelly Clarkson,Tell Me A Lie
Warren Zevon,Iko Iko
Velvet Underground,All Tomorrow's Parties
Engelbert Humperdinck,Blue Bayou
Elvis Costello,I Wanna Be Loved
Linda Ronstadt,Bet No One Ever Hurt This Bad
Rick Astley,Body Soul
Hooverphonic,Blue Wonder Power Milk
Utada Hikaru,This One (Crying Like A Child)
Judds,Are The Roses Not Blooming
Insane Clown Posse,It Rains Diamonds
Sia,Never Gonna Leave Me
Foreigner,Heart Turns To Stone
Erasure,Perchance To Dream
Sia,I Don't Want To Want You
Counting Crows,Lightning
Gary Numan,Prophecy
Children,Father's Whiskers
Insane Clown Posse,Piggy Pie
NOFX,Iron Man
Wyclef Jean,Who Gave The Order
Widespread Panic,Christmas Katie
Metallica,Ride The Lightning
Matt Redman,A Greater Song
"Harry Connick, Jr.",Nobody Like You To Me
John Martyn,Walk On The Water
"Harry Connick, Jr.",Eyes Of The Seeker
Thin Lizzy,Are You Ready?
Rod Stewart,As Time Goes By
Stevie Ray Vaughan,Dirty Pool
Zornik,We Are Lost
James Taylor,Enough To Be On Your Way
Britney Spears,I Wanna Go
The Temptations,Everything For Christmas
Lynyrd Skynyrd,G.W.T.G.G.
Violent Femmes,Tonight
The Temptations,Friendship Train
Beach Boys,Never Learn Not To Love
Barbra Streisand,As Time Goes By
Deep Purple,Fools
Fatboy Slim,Love Is Green
Roy Orbison,I Like Love
Out Of Eden,Showpiece
Weird Al Yankovic,Stop Draggin' My Car Around
Wilson Pickett,Everybody Needs Somebody To Love
Wilson Phillips,Dance Dance Dance
Billy Joel,Careless Talk
Lil Wayne,About All That
Kinks,Only A Dream
Taylor Swift,Speak Now
Face To Face,Shame On Me
Alabama,Tennessee River
Young Jeezy,Supa Freak
Blur,Polished Stone
Allman Brothers Band,Bad Rain
XTC,Rocket From A Bottle
Santana,Persuasion
Nina Simone,It Be's That Way Sometime
Heart,"Tall, Dark Handsome Stranger"
Snoop Dogg,Beautiful
Manowar,King Of Kings
ZZ Top,Tell It
Selena Gomez,Magical
Natalie Imbruglia,Smoke
Tom Lehrer,I Wanna Go Back To Dixie
Alice In Chains,Shame In You
Great Big Sea,The Old Black Rum
Heart,City's Burning
Leo Sayer,Heroes
John Martyn,Father Time
Ray Boltz,What Was I Supposed To Be
Kid Rock,Do It For You
Prince,Betcha By Golly Wow!
Kiss,Magic Touch
Eddie Cochran,Once More
The Beatles,I Got To Find My Baby
Tracy Chapman,Why?
Alphaville,Roll Away The Stone
Journey,Of A Lifetime
King Diamond,Come To The Sabbath
Horrible Histories,Mary Tudor Song
George Harrison,Where Were You Last Night
Violent Femmes,Hallowed Ground
Matt Redman,Did You Feel The Mountains Tremble?
Michael Jackson,Hollywood Tonight
Avril Lavigne,Remember When
Roy Orbison,Going Back To Gloria
U2,A Sort Of Homecoming
Dave Matthews Band,Loving Wings
Paul Simon,Some Folks Lives Roll Easy
Sublime,What I Got
Kenny Rogers,I Don't Need You
Tina Turner,Falling
Alice Cooper,I Better Be Good
Morrissey,Nobody Loves Us
Queen Latifah,"Big, Blonde And Beautiful"
Guided By Voices,Ghosts Of A Different Dream
Willie Nelson,How Long Have You Been There
Fifth Harmony,Suga Mama
Lionel Richie,Just Can't Say Goodbye
Red Hot Chili Peppers,Out Of Range
Radiohead,Wonderwall
Bob Rivers,Rusty Chevrolet
Men At Work,Stay At Home
Guided By Voices,Circus World
John Mellencamp,Do You Believe In Magic
John Legend,Don't Let Me Be Misunderstood
J Cole,Bring Em In
Kanye West,Good Life
Great Big Sea,The Jolly Butcher
Stevie Wonder,Jungle Fever
Andrea Bocelli,Il Mare Calmo Della Sera
Cliff Richard,It's No Use Pretending
Hillsong,All I Do
Justin Bieber,Ladies Love Me
Boney M.,Ma Baker
John Mellencamp,Sweet Suzanne
Van Morrison,Back On Top
Neil Diamond,A Matter Of Love
Proclaimers,Over And Done With
Helloween,Where The Rain Grows
Point Of Grace,Steady On
Emmylou Harris,Lost Unto This World
Perry Como,Fooled
Van Halen,Dance The Night Away
Santana,Vera Cruz
Ray Boltz,The Bells Are Ringing
U2,A Celebration
Helloween,The Departed (Sun Is Going Down)
Ellie Goulding,Starry Eyed
Olivia Newton-John,Not Gonna Be The One
Gordon Lightfoot,High And Dry
Donna Summer,Oh Billy Please
Diana Ross,It's My Turn
HIM,Scared To Death
Tears For Fears,Mothers Talk
Status Quo,Going Down Town Tonight
Counting Crows,Angels In America
Ramones,Little Bit O'soul
Hillsong,Know You More
Violent Femmes,Please Do Not Go
Thin Lizzy,Call The Police
Cat Stevens,Later
Kate Bush,Strange Phenomena
Cheap Trick,I Want You To Want Me
John Mellencamp,Jackie O
Fifth Harmony,All I Want For Christmas Is You
Marilyn Manson,Count To 6 And Die
Engelbert Humperdinck,Can't Take My Eyes Off Of You
W.A.S.P.,Scared To Death
Michael Jackson,Shoo-Be-Doo-Be-Doo-Da-Day
Chaka Khan,Miles Blowin
Elton John,High Flying Bird
Cheap Trick,Rock 'n' Roll Tonight
Kinks,Dandy
Hillsong,I Give My All
Toto,Angela
Housemartins,There Is Always Something There To Remind Me
Scorpions,The Same Thrill
Enigma,Turn Around
Britney Spears,Heart
Korn,Another Brick In The Wall
Leann Rimes,When This Woman Loves A Man
Vince Gill,Go Rest High On That Mountain
Outkast,Funky Ride
Queen,Stop All The Fighting
Utada Hikaru,Fight The Blues
Bob Seger,Heavy Music (Part 1)
Used,Slit Your Own Throat
Arlo Guthrie,Underground
Ella Fitzgerald,How Deep Is The Ocean
Chaka Khan,Stormy Weather
Queen,Dog With A Bone
Bryan White,Look At Me Now
Kylie Minogue,Giving You Up
Outkast,Skew It On The Bar-B
Counting Crows,Four White Stallions
Red Hot Chili Peppers,Nobody Weird Like Me
Rainbow,Ariel
Nazareth,Rain On The Window
Wishbone Ash,Long Live The Night
George Strait,Overnight Male
Free,Fire And Water
George Michael,I Knew You Were Waiting For Me
James Taylor,Looking For Love On Broadway
John Denver,Eagles And Horses
W.A.S.P.,Miss You
Vince Gill,I Never Really Knew You
Gloria Gaynor,Walk On By
Offspring,Gone Away
Cliff Richard,I Love You
Pogues,Love You 'till The End
Harry Belafonte,Amen
Natalie Grant,You Are My All In All
Foo Fighters,Dear Lover
W.A.S.P.,Mantronic
Barbra Streisand,All Of My Life
Ziggy Marley,Wild And Free
Townes Van Zandt,A Song For
Dolly Parton,"Cry, Cry Darlin'"
Nickelback,Hangnail
Kiss,God Gave Rock 'n' Roll To You
Justin Bieber,She Don't Like The Lights
Bonnie Raitt,Something To Talk About
Pearl Jam,Of The Girl
Waterboys,Be My Enemy
Van Halen,Feelin'
Carly Simon,Attitude Dancing
Lady Gaga,Sometimes
David Pomeranz,Undying Admiration
Nitty Gritty Dirt Band,Little Angel
Van Morrison,Bad Or Good
Ween,I Play It Off Legit
Avril Lavigne,Girlfriend
Lana Del Rey,For You
Alphaville,On The Beach
O-Zone,Fiesta De La Noche
New Order,Leave Me Alone
Elvis Presley,First In Line
America,Early Bird
Everclear,"Deep In, Empty Out"
Korn,Proud
Conway Twitty,Did We Have To Come This Far
Ella Fitzgerald,Air Mail Special
Elton John,I Need You To Turn To
Arrogant Worms,My Voice Is Changing
Used,The Taste Of Ink
Alice Cooper,Fresh Blood
Drake,Stunt Hard
George Michael,Heal The Pain
Creedence Clearwater Revival,Who'll Stop The Rain
Pet Shop Boys,Numb
Johnny Cash,Devil Went Down To Georgia
Norah Jones,Shiver
Jimi Hendrix,Them Changes
Keith Urban,Just Some Love
Ace Of Base,Don't Go Away
Aiza Seguerra,One And Only You
Jimi Hendrix,Here He Comes
Eurythmics,Fools Paradise
Louis Armstrong,Dallas Blues
Elvis Presley,He Touched Me
Train,Heavy
Raffi,Yellow Submarine
Zox,Big Fish
The Jam,The Place I Love
Ray Boltz,I Believe In Bethlehem
Randy Travis,Let Me Try
Used,Now That You're Dead
Oingo Boingo,Islands
Kenny Chesney,Away In A Manger
Black Sabbath,A National Acrobat
W.A.S.P.,Unholy Terror
Pharrell Williams,Keep It Playa
Lata Mangeshkar,Mehandi Lagi Mere Haath Re
R. Kelly,Did You Ever Think
Tracy Chapman,Wedding Song
David Guetta,Where Them Girls At
Tori Amos,Never Seen Blue
Kinks,Climb Your Wall
Peter Gabriel,"Burn You Up, Burn You Down"
Ween,Tender Situation
Queensryche,Deliverance
Q-Tip,Things U Do
Kelly Clarkson,Go
Verve,I See Houses
Reba Mcentire,Gonna Love Ya
Ten Years After,Once There Was A Time
Gino Vannelli,Living Inside Myself
David Allan Coe,Texas Lullaby
Peter Gabriel,Out Out
Lou Reed,Big Sky
Olivia Newton-John,Something Better To Do
Kirk Franklin,My Life Is In Your Hands
Gordon Lightfoot,That Same Old Obsession
Yngwie Malmsteen,Magic Mirror
J Cole,Leave Me Alone
Madonna,More
Depeche Mode,Home
Eminem,Careful What You Wish For
Nazareth,Big Boy
