Artist,Title
Fifth Harmony ,This is How We Roll
Sam Smith ,Stay With Me
Childish Gambino ,Have Some Love
Steve Lacy ,Cody Freestyle
Eminem ,Arose
Drake ,One Dance
Drake ,Let’s Call It Off
Twenty One Pilots ,Bounce Man
Future ,Incredible
Trippie Redd ,Leray
Migos ,Slippery
Ed Sheeran ,1000 Nights
Khalid ,Talk
The 1975 ,The Birthday Party
Tinashe ,Ride Of Your Life
Post Malone ,Insane
One Direction ,Little Things
Lil Uzi Vert ,Wassup
Lady Gaga ,Grigio Girls
Logic ,Open Mic\\Aquarius III
Russ ,Some Time
Fall Out Boy ,Twin Skeleton's (Hotel In NYC)
YoungBoy Never Broke Again ,Bout My Business
N.E.R.D ,Lemon  Edit
Matoma ,False Alarm
G,Eazy  Hate The Way
Peso Pluma ,Siempre Pendientes
Wale ,Running Back
The Game ,All Eyez
Kris Wu ,Deserve
Usher ,I Don't Mind
Migos ,Pipe It Up
BROCKHAMPTON ,WINDOWS
5 Seconds of Summer ,Talk Fast
OB OBrien ,Schemin Up
Travis Scott ,ASTROTHUNDER
Takeoff ,Soul Plane
J. Cole ,High For Hours
Omarion ,I'm Up
Kendrick Lamar ,Mother I Sober
Trippie Redd ,Love Scars 4
Juice WRLD ,Out My Way
DaBaby ,THERE HE GO
Trippie Redd ,Underwater FlyZone
Young Thug ,Chanel (Go Get It)
21 Savage ,No Opp Left Behind
BLACKPINK ,Hard to Love
Fifth Harmony ,Angel
Big Sean ,I Don't F**k With You
Linkin Park ,Numb
Beach Weather ,"Sex, Drugs, Etc."
Nat King Cole ,The Happiest Christmas Tree  2009 Digital Remaster
Imagine Dragons ,Smoke And Mirrors
Joji ,777
Rod Wave ,Cold December
Lana Del Rey ,When The World Was At War We Kept Dancing
5 Seconds of Summer ,Girls Talk Boys
Charlie Puth ,The Way I Am
Carpenters ,Merry Christmas Darling  Album Version/Remix
Lil Baby ,Social Distancing
Katy Perry ,Cry About It Later
Migos ,Racks 2 Skinny
Roddy Ricch ,Big Stepper
Kanye West ,Donda Chant
Luke Combs ,All Over Again
Machine Gun Kelly ,jawbreaker
Jonas Brothers ,Who's In Your Head
Baby Keem ,trademark usa
YBN Nahmir ,2 Seater
Future ,DOH DOH
Stevie Wonder ,Superstition  Single Version
Khalid ,Satellite
YoungBoy Never Broke Again ,Lonely Child
YoungBoy Never Broke Again ,Hold Your Own
YG ,FTP
Death Cab for Cutie ,The Ghosts Of Beverly Drive
Rihanna ,Sex With Me
Sia ,Genius  Lil Wayne Remix
Meek Mill ,Tic Tac Toe
Quality Control ,Too Hotty
Ella Mai ,Boo'd Up
Kodak Black ,Usain Boo
Tom Petty and the Heartbreakers ,Into The Great Wide Open
Dean Lewis ,Be Alright
Olivia Rodrigo ,brutal
Lil Uzi Vert ,Urgency
Diana Krall ,Have Yourself a Merry Little Christmas
Cochise ,Hatchback
Future ,Scrape
Logic ,Super Mario World
JAY,Z  Numb / Encore
The Chainsmokers ,Beach House
Rae Sremmurd ,Guatemala
Big Sean ,Single Again
Ali Gatie ,Used to You
Harry Styles ,Love Of My Life
Ty Dolla $ign ,Sitting Pretty
Keith Urban ,Wasted Time
Gunna ,DOLLAZ ON MY HEAD
Ed Sheeran ,Collide
fun. ,We Are Young
PnB Rock ,Selfish
BROCKHAMPTON ,SAN MARCOS
A$AP Rocky ,Changes
XoMusic ,MERCEDES
Juice WRLD ,Can't Die
Hozier ,Shrike
Julia Michaels ,Jump
Madonna ,Iconic
Halsey ,Castle
A Boogie Wit da Hoodie ,4 Min Convo (Favorite Song)
Jon Bellion ,All Time Low
Jack Ü ,To Ü
Carly Rae Jepsen ,Cut To The Feeling
Joyner Lucas ,Ramen & OJ
Young Thug ,I'm Scared
Sam Hunt ,That Ain't Beautiful
Post Malone ,Big Lie
Bruno Mars ,That's What I Like
Gryffin ,OMG
Bebe Rexha ,No Broken Hearts
Etta James ,O Holy Night
Beyoncé ,I'M THAT GIRL
Halsey ,I HATE EVERYBODY
Ed Sheeran ,Afterglow
Gunna ,alotta cake
Drake ,The Motion
Young Thug ,What's the Move
Future ,Overdose
Rihanna ,Disturbia
The Vamps ,Somebody To You
Asuking ,Am Sorry
Billie Eilish ,Everybody Dies
Jake Owen ,Barefoot Blue Jean Night
Taylor Swift ,this is me trying
Nicki Minaj ,Truffle Butter
XXXTENTACION ,before I close my eyes
ILLENIUM ,Sideways
Harry Styles ,Falling
Eartha Kitt ,Santa Baby
benny blanco ,I Found You
Russell Dickerson ,Yours
Dua Lipa ,New Rules
Nipsey Hussle ,Victory Lap
Mura Masa ,Love$ick
Troye Sivan ,BITE
Migos ,TShirt
J Balvin ,Otra Noche Sin Ti
YG ,POWER
Ski Mask The Slump God ,So High
2 Chainz ,Realize
Shawn Mendes ,Stitches
Solange ,Jerrod
Pop Smoke ,Dior
Clairo ,Amoeba
Louis Armstrong ,"'Zat You, Santa Claus?  Single Version"
2 Chainz ,PROUD
Luke Bryan ,Kick The Dust Up
Big Sean ,Intro
Drake ,Currents
Taylor Swift ,Cruel Summer
Ariana Grande ,obvious
Joyner Lucas ,Stranger Things
Summer Walker ,Constant Bullshit
Childish Gambino ,Zombies
Red Hot Chili Peppers ,Under The Bridge
Sam Hunt ,Leave The Night On
Anderson .Paak ,Jet Black
Vampire Weekend ,Hold You Now
Radiohead ,Daydreaming
Miley Cyrus ,Hands Of Love
Young Stoner Life ,WokStar
Playboi Carti ,F33l Lik3 Dyin
Black Eyed Peas ,GIRL LIKE ME
Black Eyed Peas ,MAMACITA
Eminem ,Higher
Post Malone ,One Right Now
21 Savage ,monster
Nelly Furtado ,Maneater
Chris Brown ,Call Me Every Day
The Chainsmokers ,Takeaway
Charli XCX ,Good Ones
Childish Gambino ,24.19
Enrique Iglesias ,Bailando  English Version
Young Thug ,Peepin Out The Window
Migos ,What You See
Noah Cyrus ,Again
Bryce Vine ,La La Land
Kygo ,Higher Love
Fifth Harmony ,All In My Head (Flex)
Coldplay ,Miracles (Someone Special)
Lil Yachty ,Gimmie My Respect  Intro
Coldplay ,Fix You
Bad Bunny ,Neverita
BTS ,Intro : Persona
ZAYN ,SHE DON'T LOVE ME
PnB Rock ,MIDDLE CHILD
NAV ,Tussin
G,Eazy  One Of Them
DaBaby ,RAW SHIT
Kodak Black ,Z Look Jamaican
The 1975 ,Jesus Christ 2005 God Bless America
Metro Boomin ,Creepin'
Nelly ,Hot In Herre
Future ,Worst Day
Travis Scott ,NC17
A$AP Rocky ,Lost and Found Freestyle 2019
Coldplay ,Hymn for the Weekend  Seeb Remix
Offset ,Legacy
Bruno Mars ,After Last Night
Demi Lovato ,Body Say
Juice WRLD ,Lucid Dreams
Brenda Lee ,Rocking Around The Christmas Tree
Bebe Rexha ,Die For a Man
Camila Cabello ,Something's Gotta Give
Kygo ,Carry Me
AJR ,World's Smallest Violin
Shawn Mendes ,Queen
Young Thug ,Tsunami
Cardi B ,Bodak Yellow
Ariana Grande ,Into You
Rich The Kid ,No Question
LANCO ,Born to Love You
Arctic Monkeys ,I Wanna Be Yours
The Cranberries ,Linger
Beck ,Turn Away
Yo Gotti ,Down In the DM
Summer Walker ,Just Might
Russ ,The Flute Song
Bing Crosby ,Silver Bells
Lady Gaga ,The Cure
Kid Ink ,Show Me
John Mayer ,Love on the Weekend
Post Malone ,Motley Crew
Taylor Swift ,Breathe
Metro Boomin ,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa]
Eslabon Armado ,Tu Canción
Khalid ,Eleven
David Bowie ,Sue (Or In a Season of Crime)
Bad Bunny ,100 MILLONES
Meek Mill ,What's Free
6ix9ine ,FEEFA
Katy Perry ,Swish Swish
Gucci Mane ,Both Sides
Travis Scott ,ESCAPE PLAN
Rod Wave ,Stone Rolling
Daddy Yankee ,Vuelve
Ellie Goulding ,Hate Me
David Bowie ,Oh! You Pretty Things  1999 Remastered Version
Twenty One Pilots ,My Blood
Fiona Apple ,I Want You To Love Me
Lil Peep ,Leanin'
ScHoolboy Q ,Tales
A R I Z O N A ,Freaking Out
Future ,Mask Off
Megan Thee Stallion ,Circles
TOKYO’S REVENGE ,GOODMORNINGTOKYO!
Florida Georgia Line ,Anything Goes
Meek Mill ,Otherside Of America
Drake ,Paris Morton Music
Shawn Mendes ,Always Been You
Trippie Redd ,Baki
Bryson Tiller ,Let Me Explain
Morgan Wallen ,Warning
Gunna ,Derek Fisher
Kanye West ,Follow God
Krewella ,Somewhere to Run
Train ,Drops of Jupiter
Young Thug ,Lil Baby
Marshmello ,Baggin'
Koe Wetzel ,Oklahoma Sun
Logic ,GP4
Sia ,Chandelier
Cordae ,Wassup
Quinn XCII ,We Don’t Talk Enough
ODESZA ,Falls
Louis The Child ,Better Not
Incubus ,Wish You Were Here
James Brown ,Say It Loud  I'm Black And I'm Proud
Louis The Child ,The City
The Kid LAROI ,SAME THING
Lorde ,Supercut
Eminem ,No Regrets
Hoodie Allen ,All About It
Kings of Leon ,WALLS
The 1975 ,Frail State Of Mind
Isaiah Rashad ,Headshots (4r Da Locals)
Lil Uzi Vert ,Futsal Shuffle 2020  Bonus Track
Martin Garrix ,Summer Days
Blueface ,Thotiana
Lord Huron ,The Night We Met
Big Sean ,Don Life
Fall Out Boy ,Novocaine
Linkin Park ,Don't Stay
Mora ,Volando  Remix
Eminem ,Darkness
Kendrick Lamar ,PRIDE.
Kendrick Lamar ,untitled 04 08.14.2014.
Rihanna ,James Joint
Future ,Moment of Clarity
blackbear ,@ my worst
Ski Mask The Slump God ,Get Geeked
Kodak Black ,Codeine Dreaming
Lil Wayne ,Funeral
Prince ,Good Love
BTS ,Stay Gold
Halsey ,Young God
Bad Bunny ,Si Veo a Tu Mamá
Arizona Zervas ,FML
Dua Lipa ,Levitating
Khalid ,Eleven
Kodak Black ,Conscience
Taylor Swift ,evermore
Jonas Brothers ,Cool
Calvin Harris ,Hard to Love
Mac Miller ,Cold Feet
$uicideboy$ ,In Constant Sorrow
David Bowie ,Queen Bitch  1999 Remastered Version
Joey Bada$$ ,GOOD MORNING AMERIKKKA
2 Chainz ,Saturday Night
Billie Eilish ,I Didn't Change My Number
One Direction ,Never Enough
WILLOW ,Wait a Minute!
BTS ,Born Singer
Harry Styles ,Woman
Lady Gaga ,Babylon
Rauw Alejandro ,Desesperados
Surfaces ,Wave of You
Megan Thee Stallion ,Not Nice
Melanie Martinez ,Strawberry Shortcake
Why Don't We ,Fallin'
Drake ,Summer Sixteen
Takeoff ,Insomnia
Queen ,Somebody To Love  Remastered 2011
Dillon Francis ,All That
Imagine Dragons ,Hopeless Opus
Anne,Marie  2002
Gucci Mane ,Guwop Home
Stevie Wonder ,Silver Bells
J. Cole ,Deja Vu
Lil Nas X ,INDUSTRY BABY
E,40  Chase The Money
Creedence Clearwater Revival ,Bad Moon Rising
Troye Sivan ,Seventeen
Troye Sivan ,The Good Side
Doja Cat ,You Right
Bon Iver ,Faith
Bo Burnham ,Don't Wanna Know
Harry Styles ,From the Dining Table
Camila Cabello ,I Have Questions
Bon Iver ,666 ʇ
Rihanna ,Same Ol’ Mistakes
Troye Sivan ,for him.
Wiz Khalifa ,Rain
Little Mix ,Shout Out to My Ex
Ariana Grande ,MONOPOLY
Baby Keem ,gorgeous
Beyoncé ,CUFF IT
Playboi Carti ,Stop Breathing
Nico & Vinz ,Am I Wrong
David Bowie ,Starman  2012 Remastered Version
Ariana Grande ,needy
A$AP Mob ,Blowin' Minds (Skateboard)
Marvin Gaye ,Sexual Healing  Kygo Remix
Lorde ,Hard Feelings/Loveless
The Weeknd ,Missed You  Bonus Track
The Rolling Stones ,Gimme Shelter
Lauv ,Who
Metro Boomin ,Only 1 (Interlude)
Future ,I Serve the Base
YoungBoy Never Broke Again ,AI Nash
Travis Scott ,beibs in the trap
5 Seconds of Summer ,Valentine
Chris Brown ,Questions
Tory Lanez ,Accidents Happen
Lauv ,All 4 Nothing (I'm So In Love)
Lil Mosey ,Back At It
Steve Lacy ,Sunshine
ROSALÍA ,TKN
Anuel AA ,Antes
Juice WRLD ,Already Dead
Polo G ,21
Rae Sremmurd ,Powerglide
21 Savage ,Snitches & Rats (Interlude)
Bing Crosby ,Let's Start The New Year Off Right
Yahritza Y Su Esencia ,Soy El Unico
David Bowie ,China Girl  2002 Remastered Version
Billie Eilish ,idontwannabeyouanymore
Kesha ,Praying
HAIM ,Forever
Chris Brown ,Undecided
Machine Gun Kelly ,nothing inside
Kid Cudi ,Another Day
Mac Miller ,Loud
Foals ,What Went Down
Drake ,God's Plan
Drake ,Draft Day
Olivia Rodrigo ,happier
Future ,Ain't No Time
Muse ,Psycho
"Tyler, The Creator ",JUGGERNAUT
Pentatonix ,Up On The Housetop
Rich Homie Quan ,"Flex (Ooh, Ooh, Ooh)"
Zara Larsson ,Talk About Love
Green Day ,Bang Bang
Bella Poarch ,Build a Bitch
Lil Yachty ,Hit Bout It
Kanye West ,Ultralight Beam
Kristin Chenoweth ,Why Couldn't It Be Christmas Every Day?
Smallpools ,Killer Whales
Justin Bieber ,Christmas Eve
Sia ,Together
dvsn ,I Believed It
DJ Khaled ,Higher
One Direction ,Spaces
BTS ,Film out
PARTYNEXTDOOR ,TOUCH ME
Lil Baby ,On Me (Remix)
Lil Tecca ,Ransom
Lil Baby ,Business Is Business (Lil Baby & Gunna)
Taylor Swift ,right where you left me  bonus track
Aretha Franklin ,(You Make Me Feel Like) A Natural Woman
Joey Bada$$ ,The Light
NLE Choppa ,Bryson
Phantogram ,You Don’t Get Me High Anymore
Echosmith ,Goodbye
Roddy Ricch ,Every Season
Catey Shaw ,Cuddle Up
Andrew Gold ,"Spooky, Scary Skeletons"
Logic ,The Jam
Future ,Fresh Air
NF ,Returns
Jack Harlow ,Face Of My City
Adele ,To Be Loved
Tove Lo ,Glad He's Gone
Doja Cat ,Kiss Me More
ABBA ,Gimme! Gimme! Gimme! (A Man After Midnight)
Machine Gun Kelly ,play this when i'm gone
Rick Ross ,Idols Become Rivals
Ski Mask The Slump God ,Unbothered
The Weeknd ,A Tale By Quincy
THE ANXIETY ,Meet Me At Our Spot
Logic ,God Might Judge
Calvin Harris ,My Way
J. Cole ,l e t . g o . m y . h a n d
Shakira ,Monotonía
Aminé ,Shimmy
The Beatles ,Something  Remastered 2009
Roddy Ricch ,The Box
G,Eazy  Love Is Gone
Gucci Mane ,Bling Blaww Burr
Tate McRae ,uh oh
ScHoolboy Q ,Gang Gang
Zach Bryan ,Sun to Me
NF ,Like This
Rema ,Calm Down
Jhay Cortez ,Christian Dior
Lil Wayne ,Bastard (Satan's Kid)
NF ,LOST
Outkast ,Hey Ya!  Radio Mix / Club Mix
Dua Lipa ,Boys Will Be Boys
Daddy Yankee ,Que Tire Pa Lante
Adele ,Turning Tables
Chance the Rapper ,Favorite Song
Camila Cabello ,Into It
Logic ,Hallelujah
Zach Bryan ,"Burn, Burn, Burn"
The Lumineers ,WHERE WE ARE
Taylor Swift ,The Way I Loved You (Taylor’s Version)
Chase Rice ,Eyes On You
Travis Scott ,FRANCHISE
Trippie Redd ,Love Scars
benny blanco ,Bad Decisions
Sueco ,Paralyzed
Becky G ,Sin Pijama
Taylor Swift ,Paper Rings
Morgan Wallen ,Days That End In Why
Trippie Redd ,So Alive
Andy Williams ,Sleigh Ride
Lil Yachty ,BABY DADDY
Train ,"Hey, Soul Sister"
Jhené Aiko ,LOVE
James Blunt ,You're Beautiful
Ryan Adams ,Style
Jason Mraz ,I'm Yours
Olivia Rodrigo ,"jealousy, jealousy"
Lana Del Rey ,Dealer
Taylor Swift ,Red (Taylor's Version)
Ariana Grande ,the light is coming
Justin Bieber ,At Least For Now
Coldplay ,Paradise
Vince Guaraldi Trio ,Christmas Time Is Here  Vocal  Album Version
Young Thug ,Bubbly
Oliver Tree ,Cowboys Don’t Cry
Daft Punk ,One More Time
BROCKHAMPTON ,HEAVEN BELONGS TO YOU
Blvckengineer ,Twisted Fantasy
21 Savage ,pad lock
Drake ,Jumpman
The Ronettes ,I Saw Mommy Kissing Santa Claus
Lil Baby ,We Should
Brett Young ,In Case You Didn't Know
Catfish and the Bottlemen ,Homesick
Dove Cameron ,Boyfriend
Taylor Swift ,Labyrinth
Shawn Mendes ,Don't Be A Fool
Marshmello ,Crusade
Surf Curse ,Freaks
The Beatles ,"Hello, Goodbye  Remastered 2009"
Conan Gray ,Memories
Coldplay ,Coloratura
Roddy Ricch ,25 million
Beck ,Heart Is A Drum
Meek Mill ,Blue Notes 2
Chance the Rapper ,Handsome
John Mellencamp ,Small Town
Big Sean ,ZTFO
Harry Styles ,Grapejuice
Why Don't We ,8 Letters
Shawn Mendes ,Song For No One
$uicideboy$ ,King Tulip
RM ,Change pt.2
Lorde ,Solar Power
BTS ,No More Dream
NF ,My Stress
Disclosure ,Latch
AJR ,Way Less Sad
Bahari ,Wild Ones
PARTYNEXTDOOR ,Rendezvous
BTS ,Intro: Serendipity
Justin Bieber ,Confirmation
Kid Cudi ,Pursuit Of Happiness (Nightmare)
Zac Brown Band ,Heavy Is the Head
Elvis Presley ,Here Comes Santa Claus (Right Down Santa Claus Lane)
Sam Smith ,Pray
Calum Scott ,You Are The Reason
Lil Wayne ,"I Do It (ft. Big Sean, Lil Baby)"
The Rolling Stones ,Sympathy For The Devil
Zedd ,Happy Now
NAV ,With Me
Taylor Swift ,‘tis the damn season
Audioslave ,Like a Stone
TOOL ,Legion Inoculant
Pop Smoke ,Tunnel Vision (Outro)
Sia ,Alive
Joji ,1AM FREESTYLE
Mitchell Tenpenny ,Drunk Me
Kanye West ,Remote Control pt 2
Tyga ,Dip
YG ,One Time Comin'
Maggie Rogers ,Burning
Post Malone ,Takin' Shots
J. Cole ,BRACKETS
Taylor Swift ,White Horse (Taylor’s Version)
Bon Iver ,Naeem
Meek Mill ,Ambitionz
Jason Aldean ,Burnin' It Down
Emma Stone ,Audition (The Fools Who Dream)
Lil Peep ,Save That Shit
PinkPantheress ,Boy's a liar
Dua Lipa ,Want To
Vince Guaraldi Trio ,Christmas Time Is Here  Instrumental
Tory Lanez ,Broke In A Minute
Marshmello ,Too Much
Drake ,From Florida With Love
Machine Gun Kelly ,sid & nancy
Future ,Three
Imagine Dragons ,Natural
The Rolling Stones ,(I Can't Get No) Satisfaction  Mono Version / Remastered 2002
Halsey ,Darling
Twenty One Pilots ,Chlorine
Sam Hunt ,23
Martin Garrix ,High On Life
Drake ,Summers Over Interlude
Beyoncé ,COZY
Future ,When I Was Broke
Lana Del Rey ,Love
Bastille ,Pompeii
Trippie Redd ,Bust Down Deux
Pusha T ,Hear Me Clearly
Disclosure ,Birthday
Playboi Carti ,Home (KOD)
Polo G ,Toxic
Walker Hayes ,You Broke Up with Me
j,hope  Arson
Wiz Khalifa ,Lit
Perry Como ,Here We Come aCaroling / We Wish You a Merry Christmas
Gucci Mane ,ICE
Camila Cabello ,In the Dark
Plies ,Ran Off On Da Plug Twice
A Boogie Wit da Hoodie ,Come Closer
Anuel AA ,Fútbol & Rumba
DJ Khaled ,GREECE
Miley Cyrus ,Younger Now
Chris Brown ,Wobble Up
Taylor Swift ,The Archer
DJ Khaled ,Shining
Rick Ross ,Bogus Charms
DMX ,Party Up
LANY ,good guys
NAV ,Overdose
Nic D ,Fine Apple
Kehlani ,Distraction
Marilyn Manson ,This is Halloween  Pop Version
John Mayer ,Moving On and Getting Over
Bruno Mars ,Finesse  Remix; feat. Cardi B
The Kid LAROI ,SAME ENERGY
Moneybagg Yo ,U Played
Cole Swindell ,Flatliner
Eslabon Armado ,Sube Al Carro
Pusha T ,Just So You Remember
The xx ,A Violent Noise
Pop Smoke ,Paranoia
Trippie Redd ,M's
Irving Berlin ,White Christmas  Voice
Future ,Please Tell Me
Jenny Duncan ,
Tory Lanez ,Hate To Say
Daniel Caesar ,Get You
Big Sean ,Go Legend (& Metro Boomin)
Billie Eilish ,Halley's Comet
Topic ,Breaking Me
Nate Ruess ,Nothing Without Love
Rod Wave ,SoulFly
Kanye West ,Heaven and Hell
Luke Combs ,Better Together
Bad Bunny ,Safaera
KAROL G ,LOCATION
DaBaby ,Gucci Peacoat
Kanye West ,Water
Roddy Ricch ,Stop Breathing
Mozzy ,Seasons
Maroon 5 ,Help Me Out
Tom Petty and the Heartbreakers ,American Girl
Lil Uzi Vert ,Lo Mein
6ix9ine ,MAMA
J. Cole ,m y . l i f e
Brent Faiyaz ,ROLLING STONE
DaBaby ,Red Light Green Light
David Bowie ,I Can't Give Everything Away
Drake ,I Guess It’s Fuck Me
Gunna ,thought i was playing
J. Cole ,c l o s e
Calvin Harris ,Promises
Juice WRLD ,Eminem Speaks
Ozuna ,Devuelveme
Niall Horan ,This Town
Juice WRLD ,HeMotions
Drake ,0 To 100 / The Catch Up
SZA ,Power is Power
Danny Elfman ,What's This?
Sam Smith ,Midnight Train
Belly ,Might Not
JACKBOYS ,JACKBOYS
Eminem ,Killer
XXXTENTACION ,Triumph
Machine Gun Kelly ,kevin and barracuda  interlude
VIC MENSA ,16 Shots
GAYLE ,abcdefu
Post Malone ,Better Now
2 Chainz ,2 Dollar Bill
Christina Aguilera ,Genie in a Bottle
Joshua Bassett ,Crisis
Nelly ,Country Grammar (Hot Shit)
JID ,Westbrook
